Stock_Symbol,Sector,Date,Open_Price,Close_Price,High_Price,Low_Price,Volume,Sentiment_Score,Sentiment_Label,Institutional_Buy_pct,Retail_Buy_pct,Foreign_Buy_pct,Volatility_pct,Daily_Return_pct
RELIANCE,Energy,2024-08-28,1639.49,1633.23,1647.26,1621.2,1039716,0.297,Positive,40.83,12.16,52.61,1.59,-0.382
RELIANCE,Energy,2024-08-29,1660.13,1674.75,1684.93,1645.32,1824100,-0.452,Negative,43.44,64.61,63.69,2.386,0.881
RELIANCE,Energy,2024-08-30,1633.76,1651.37,1652.36,1620.86,337001,-0.992,Negative,66.52,35.21,67.06,1.928,1.078
RELIANCE,Energy,2024-08-31,1645.17,1640.96,1646.6,1628.02,1653691,0.727,Positive,62.82,10.48,47.46,1.129,-0.256
RELIANCE,Energy,2024-09-01,1650.85,1648.44,1663.23,1648.07,142918,-0.883,Negative,13.96,40.64,8.65,0.918,-0.146
RELIANCE,Energy,2024-09-02,1635.7,1636.54,1646.34,1622.9,924948,-0.059,Neutral,31.24,67.87,69.28,1.433,0.051
RELIANCE,Energy,2024-09-03,1623.65,1606.81,1624.25,1593.21,626402,-0.635,Negative,49.1,41.44,66.94,1.912,-1.037
RELIANCE,Energy,2024-09-04,1606.44,1598.98,1609.69,1590.98,1920141,-0.511,Negative,19.73,62.74,1.23,1.165,-0.464
RELIANCE,Energy,2024-09-05,1620.75,1601.16,1629.18,1599.81,1575505,-0.244,Negative,3.05,53.67,21.94,1.812,-1.209
RELIANCE,Energy,2024-09-06,1607.97,1624.08,1634.82,1600.07,1358868,0.767,Positive,37.37,29.26,49.82,2.161,1.002
RELIANCE,Energy,2024-09-07,1627.21,1613.45,1627.84,1607.07,543399,0.862,Positive,67.24,50.27,47.15,1.276,-0.846
RELIANCE,Energy,2024-09-08,1656.55,1650.0,1666.11,1642.52,1697168,0.391,Positive,68.1,14.41,13.52,1.424,-0.395
RELIANCE,Energy,2024-09-09,1639.84,1621.76,1649.75,1615.8,596567,-0.133,Neutral,43.77,40.93,36.07,2.07,-1.103
RELIANCE,Energy,2024-09-10,1618.3,1610.85,1621.2,1601.37,1180282,0.231,Positive,36.25,60.12,63.11,1.225,-0.46
RELIANCE,Energy,2024-09-11,1639.12,1654.87,1661.99,1632.33,1380668,0.078,Neutral,20.46,46.65,16.9,1.81,0.961
RELIANCE,Energy,2024-09-12,1620.48,1605.87,1631.4,1603.71,1568138,-0.826,Negative,47.22,23.84,36.19,1.709,-0.902
RELIANCE,Energy,2024-09-13,1651.41,1671.68,1675.52,1647.96,1261831,0.162,Neutral,67.71,47.46,11.59,1.669,1.227
RELIANCE,Energy,2024-09-14,1610.02,1630.27,1633.33,1601.68,983137,0.888,Positive,24.51,5.81,63.13,1.966,1.258
RELIANCE,Energy,2024-09-15,1637.29,1616.25,1643.45,1606.23,261949,0.792,Positive,25.89,21.38,42.55,2.273,-1.285
RELIANCE,Energy,2024-09-16,1655.4,1677.51,1692.44,1648.16,369673,-0.309,Negative,15.09,15.04,35.68,2.675,1.336
RELIANCE,Energy,2024-09-17,1642.87,1647.63,1652.27,1637.42,1858895,-0.234,Negative,69.2,36.88,35.81,0.904,0.29
RELIANCE,Energy,2024-09-18,1635.57,1625.16,1641.58,1612.62,472808,0.422,Positive,13.03,51.55,36.76,1.771,-0.636
RELIANCE,Energy,2024-09-19,1623.8,1647.04,1647.43,1609.99,361960,-0.351,Negative,14.39,67.27,57.76,2.306,1.431
RELIANCE,Energy,2024-09-20,1609.35,1628.79,1630.22,1607.79,73874,0.155,Neutral,58.55,61.56,59.71,1.394,1.208
RELIANCE,Energy,2024-09-21,1656.99,1639.43,1663.73,1627.48,486822,0.532,Positive,23.05,43.76,3.23,2.188,-1.06
RELIANCE,Energy,2024-09-22,1654.24,1654.08,1654.78,1648.65,1638773,-0.18,Neutral,6.6,11.16,64.69,0.371,-0.01
RELIANCE,Energy,2024-09-23,1650.49,1644.48,1665.49,1638.85,857942,0.074,Neutral,54.37,55.79,51.59,1.614,-0.364
RELIANCE,Energy,2024-09-24,1616.21,1612.7,1621.98,1598.7,1267701,0.675,Positive,11.52,25.7,54.71,1.44,-0.217
RELIANCE,Energy,2024-09-25,1638.73,1623.21,1653.25,1613.69,1820893,-0.149,Neutral,33.65,67.22,24.57,2.414,-0.947
RELIANCE,Energy,2024-09-26,1611.61,1625.16,1634.58,1601.33,1872195,0.782,Positive,33.39,48.94,13.73,2.063,0.841
RELIANCE,Energy,2024-09-27,1632.33,1609.98,1632.9,1602.9,959504,-0.373,Negative,27.33,51.55,30.66,1.838,-1.369
RELIANCE,Energy,2024-09-28,1619.87,1625.56,1627.79,1605.99,1372127,-0.172,Neutral,15.26,2.01,21.21,1.346,0.351
RELIANCE,Energy,2024-09-29,1603.09,1594.02,1613.21,1591.46,495498,-0.091,Neutral,38.75,32.01,47.43,1.357,-0.566
RELIANCE,Energy,2024-09-30,1658.72,1675.21,1690.01,1646.88,600596,0.123,Neutral,62.52,17.35,1.21,2.6,0.994
RELIANCE,Energy,2024-10-01,1654.36,1640.18,1660.91,1629.35,1290223,0.828,Positive,44.88,3.59,35.96,1.908,-0.857
RELIANCE,Energy,2024-10-02,1644.19,1665.51,1673.58,1637.92,1936026,-0.095,Neutral,32.52,61.05,7.09,2.169,1.297
RELIANCE,Energy,2024-10-03,1609.33,1626.11,1634.6,1606.62,1317182,0.554,Positive,23.13,7.43,55.95,1.739,1.043
RELIANCE,Energy,2024-10-04,1623.63,1631.12,1637.02,1613.93,816530,0.621,Positive,52.24,29.97,35.1,1.422,0.461
RELIANCE,Energy,2024-10-05,1654.49,1671.15,1675.14,1645.4,402074,-0.796,Negative,55.35,33.34,2.99,1.798,1.007
RELIANCE,Energy,2024-10-06,1654.69,1636.79,1658.14,1633.29,1165587,0.416,Positive,33.09,39.74,26.91,1.502,-1.082
RELIANCE,Energy,2024-10-07,1610.05,1617.19,1626.36,1595.41,983065,-0.389,Negative,8.4,37.2,52.8,1.922,0.443
RELIANCE,Energy,2024-10-08,1603.24,1604.35,1608.17,1590.65,777968,-0.39,Negative,68.72,21.98,36.53,1.093,0.069
RELIANCE,Energy,2024-10-09,1650.78,1669.11,1678.64,1643.79,67865,0.422,Positive,10.24,46.64,8.63,2.111,1.11
RELIANCE,Energy,2024-10-10,1637.19,1640.93,1649.72,1634.37,1634873,0.499,Positive,52.49,19.36,5.05,0.938,0.228
RELIANCE,Energy,2024-10-11,1614.29,1631.21,1635.86,1606.39,1535088,0.415,Positive,21.1,44.14,46.25,1.826,1.048
RELIANCE,Energy,2024-10-12,1659.1,1657.94,1669.2,1651.31,796809,-0.501,Negative,14.16,59.4,12.95,1.078,-0.07
RELIANCE,Energy,2024-10-13,1631.61,1636.81,1641.27,1629.86,841283,-0.128,Neutral,56.22,32.51,7.37,0.699,0.319
RELIANCE,Energy,2024-10-14,1658.67,1681.82,1694.82,1646.51,1022814,0.296,Positive,11.42,9.25,11.36,2.913,1.396
RELIANCE,Energy,2024-10-15,1617.15,1623.92,1626.96,1609.21,1344853,-0.498,Negative,32.28,30.06,1.57,1.098,0.419
RELIANCE,Energy,2024-10-16,1618.11,1620.18,1623.07,1607.31,632783,-0.117,Neutral,29.57,7.51,8.43,0.974,0.128
RELIANCE,Energy,2024-10-17,1616.46,1627.69,1636.23,1610.79,1329146,-0.378,Negative,65.73,26.06,56.17,1.574,0.695
RELIANCE,Energy,2024-10-18,1656.39,1661.15,1675.91,1650.39,209201,-0.922,Negative,55.93,4.52,6.95,1.541,0.287
RELIANCE,Energy,2024-10-19,1634.97,1620.14,1640.64,1618.69,1869040,0.835,Positive,24.61,59.41,47.52,1.343,-0.907
RELIANCE,Energy,2024-10-20,1641.2,1639.43,1649.51,1631.42,1029561,-0.432,Negative,66.62,62.03,68.03,1.102,-0.108
RELIANCE,Energy,2024-10-21,1601.76,1602.89,1612.94,1592.96,1787746,-0.31,Negative,66.92,67.3,13.17,1.247,0.071
RELIANCE,Energy,2024-10-22,1659.86,1642.64,1670.54,1636.81,837079,0.317,Positive,4.22,50.82,47.79,2.032,-1.037
RELIANCE,Energy,2024-10-23,1654.03,1632.14,1658.38,1629.5,1440201,-0.657,Negative,21.83,7.98,0.82,1.746,-1.323
RELIANCE,Energy,2024-10-24,1654.83,1632.79,1659.17,1625.32,1033368,0.345,Positive,45.41,52.64,35.4,2.046,-1.332
RELIANCE,Energy,2024-10-25,1607.28,1598.03,1621.05,1583.83,579125,0.266,Positive,52.95,2.46,65.72,2.316,-0.576
RELIANCE,Energy,2024-10-26,1624.29,1606.86,1631.05,1597.16,1406169,0.05,Neutral,4.4,25.73,61.47,2.086,-1.073
RELIANCE,Energy,2024-10-27,1607.55,1629.59,1642.42,1600.73,522131,0.616,Positive,45.96,32.97,8.69,2.593,1.371
RELIANCE,Energy,2024-10-28,1660.51,1651.53,1668.19,1647.68,1310341,-0.752,Negative,3.54,64.15,29.36,1.235,-0.541
RELIANCE,Energy,2024-10-29,1653.72,1648.55,1663.26,1637.87,1478880,-0.375,Negative,51.64,44.03,51.8,1.535,-0.313
RELIANCE,Energy,2024-10-30,1621.16,1625.7,1628.23,1614.01,558134,0.861,Positive,35.02,33.96,23.71,0.877,0.28
RELIANCE,Energy,2024-10-31,1618.64,1599.56,1631.79,1592.03,1334908,0.886,Positive,62.41,46.79,49.6,2.456,-1.179
RELIANCE,Energy,2024-11-01,1609.91,1606.08,1613.02,1601.2,1556858,-0.833,Negative,23.86,36.14,40.21,0.734,-0.238
RELIANCE,Energy,2024-11-02,1615.21,1625.22,1638.49,1602.47,143529,0.351,Positive,51.11,63.6,1.98,2.23,0.62
RELIANCE,Energy,2024-11-03,1619.12,1630.38,1637.24,1610.86,1219997,0.672,Positive,45.93,12.22,61.41,1.629,0.695
RELIANCE,Energy,2024-11-04,1622.95,1636.07,1640.19,1614.1,1142988,-0.496,Negative,63.4,29.16,41.09,1.608,0.808
RELIANCE,Energy,2024-11-05,1634.01,1646.44,1652.2,1623.0,1144955,-0.968,Negative,51.86,8.87,63.49,1.787,0.761
RELIANCE,Energy,2024-11-06,1623.63,1614.54,1638.12,1606.54,1015042,0.992,Positive,67.15,57.13,62.41,1.945,-0.56
RELIANCE,Energy,2024-11-07,1607.45,1599.36,1609.54,1592.19,622979,-0.761,Negative,7.61,13.05,51.28,1.079,-0.503
RELIANCE,Energy,2024-11-08,1636.19,1612.25,1640.33,1611.79,940740,-0.886,Negative,28.81,34.02,23.18,1.744,-1.463
RELIANCE,Energy,2024-11-09,1617.71,1620.47,1623.57,1605.3,1822859,-0.832,Negative,33.4,39.06,42.46,1.129,0.171
RELIANCE,Energy,2024-11-10,1602.19,1608.38,1616.66,1596.78,1697950,0.143,Neutral,30.94,22.62,62.33,1.241,0.386
RELIANCE,Energy,2024-11-11,1637.16,1651.23,1654.03,1629.15,965517,0.545,Positive,44.41,26.29,61.38,1.52,0.859
RELIANCE,Energy,2024-11-12,1607.08,1613.57,1618.29,1596.09,1156862,-0.125,Neutral,35.03,51.32,43.33,1.381,0.404
RELIANCE,Energy,2024-11-13,1646.28,1631.48,1660.48,1628.81,1730582,-0.87,Negative,8.61,42.53,7.63,1.924,-0.899
RELIANCE,Energy,2024-11-14,1642.08,1618.86,1652.89,1611.71,1290574,-0.445,Negative,24.01,8.61,14.33,2.508,-1.414
RELIANCE,Energy,2024-11-15,1628.36,1626.98,1629.45,1620.51,541052,-0.013,Neutral,46.96,41.86,5.86,0.549,-0.085
RELIANCE,Energy,2024-11-16,1616.24,1618.85,1629.53,1612.55,1141926,0.46,Positive,59.48,28.55,33.68,1.051,0.161
RELIANCE,Energy,2024-11-17,1652.73,1660.5,1670.39,1639.85,1106408,0.972,Positive,69.6,26.75,8.43,1.848,0.47
RELIANCE,Energy,2024-11-18,1610.84,1600.12,1623.41,1586.58,439594,-0.129,Neutral,60.62,42.87,19.72,2.286,-0.665
RELIANCE,Energy,2024-11-19,1603.33,1603.27,1607.34,1590.68,1269976,0.485,Positive,13.88,65.69,55.33,1.039,-0.004
RELIANCE,Energy,2024-11-20,1604.47,1598.6,1613.75,1597.32,79835,0.795,Positive,46.73,34.19,52.54,1.024,-0.366
RELIANCE,Energy,2024-11-21,1616.11,1621.84,1623.14,1603.19,1255079,-0.856,Negative,62.18,27.22,48.78,1.234,0.355
RELIANCE,Energy,2024-11-22,1634.58,1618.96,1635.72,1606.46,424816,0.692,Positive,17.67,59.11,69.88,1.79,-0.956
RELIANCE,Energy,2024-11-23,1649.72,1661.07,1669.06,1646.47,1952451,0.79,Positive,9.06,68.91,15.35,1.369,0.688
RELIANCE,Energy,2024-11-24,1635.46,1632.48,1649.17,1624.8,590214,-0.799,Negative,29.55,23.41,31.19,1.49,-0.182
RELIANCE,Energy,2024-11-25,1655.96,1642.61,1660.92,1635.3,1442722,-0.043,Neutral,43.26,13.28,33.72,1.547,-0.806
RELIANCE,Energy,2024-11-26,1646.01,1657.77,1666.22,1645.18,607181,0.708,Positive,51.45,25.32,35.24,1.278,0.714
RELIANCE,Energy,2024-11-27,1632.02,1637.31,1644.4,1622.52,973919,0.549,Positive,22.26,8.27,58.54,1.341,0.324
RELIANCE,Energy,2024-11-28,1627.7,1644.47,1658.74,1616.36,326490,-0.044,Neutral,18.18,41.08,67.06,2.604,1.03
RELIANCE,Energy,2024-11-29,1659.77,1658.56,1673.85,1647.42,1462171,-0.939,Negative,12.64,38.09,64.57,1.592,-0.073
RELIANCE,Energy,2024-11-30,1625.69,1640.63,1653.07,1621.33,1846889,0.169,Neutral,28.08,42.75,4.92,1.952,0.919
RELIANCE,Energy,2024-12-01,1611.12,1606.28,1619.51,1605.38,353585,-0.731,Negative,46.25,59.14,33.74,0.877,-0.3
RELIANCE,Energy,2024-12-02,1648.2,1639.55,1650.12,1632.62,1013372,-0.289,Negative,28.68,56.76,52.38,1.062,-0.525
RELIANCE,Energy,2024-12-03,1606.53,1629.04,1631.39,1602.08,591570,0.263,Positive,30.54,23.24,15.66,1.824,1.401
RELIANCE,Energy,2024-12-04,1660.88,1684.56,1688.0,1652.32,917158,-0.094,Neutral,35.28,58.37,42.55,2.148,1.426
RELIANCE,Energy,2024-12-05,1657.07,1671.57,1680.27,1646.48,688494,0.153,Neutral,0.68,17.21,40.14,2.039,0.875
RELIANCE,Energy,2024-12-06,1659.43,1666.59,1669.99,1657.67,1743066,0.061,Neutral,69.8,56.45,57.25,0.742,0.431
RELIANCE,Energy,2024-12-07,1603.8,1585.46,1612.9,1570.98,969950,0.801,Positive,39.37,0.12,54.97,2.614,-1.144
RELIANCE,Energy,2024-12-08,1623.06,1613.26,1632.5,1601.97,1461946,-0.378,Negative,36.03,52.67,20.92,1.881,-0.604
RELIANCE,Energy,2024-12-09,1602.01,1590.71,1602.73,1576.44,1008805,-0.574,Negative,51.21,52.76,36.72,1.641,-0.705
RELIANCE,Energy,2024-12-10,1613.23,1629.27,1629.73,1608.45,272178,-0.276,Negative,48.76,19.62,37.8,1.319,0.994
RELIANCE,Energy,2024-12-11,1611.74,1587.98,1620.49,1575.28,600020,0.31,Positive,16.98,36.85,57.21,2.805,-1.474
RELIANCE,Energy,2024-12-12,1618.45,1610.57,1619.94,1600.53,470388,0.368,Positive,66.16,37.39,54.94,1.199,-0.487
RELIANCE,Energy,2024-12-13,1652.97,1665.13,1674.49,1650.33,1072697,-0.521,Negative,50.68,7.32,53.29,1.462,0.736
RELIANCE,Energy,2024-12-14,1653.01,1653.79,1655.06,1648.49,1606558,0.601,Positive,53.06,7.01,5.27,0.397,0.047
RELIANCE,Energy,2024-12-15,1628.54,1615.91,1639.05,1612.72,1014034,0.704,Positive,37.16,12.96,11.67,1.617,-0.776
RELIANCE,Energy,2024-12-16,1621.73,1615.22,1633.66,1600.44,360877,-0.621,Negative,63.56,23.4,2.02,2.048,-0.401
RELIANCE,Energy,2024-12-17,1649.04,1657.38,1660.1,1639.35,448403,-0.574,Negative,40.72,2.56,1.16,1.258,0.506
RELIANCE,Energy,2024-12-18,1642.29,1630.95,1645.92,1616.3,1047069,0.145,Neutral,58.73,39.92,7.49,1.804,-0.69
RELIANCE,Energy,2024-12-19,1604.35,1608.91,1613.02,1597.54,1303083,0.793,Positive,18.82,56.74,61.04,0.965,0.284
RELIANCE,Energy,2024-12-20,1613.46,1600.05,1616.98,1590.91,27311,0.974,Positive,48.1,14.74,58.2,1.616,-0.831
RELIANCE,Energy,2024-12-21,1615.94,1592.49,1626.69,1579.41,1821524,0.413,Positive,19.93,5.05,37.46,2.926,-1.451
RELIANCE,Energy,2024-12-22,1609.2,1591.18,1612.22,1581.84,582507,-0.887,Negative,52.86,51.68,50.85,1.888,-1.12
RELIANCE,Energy,2024-12-23,1644.15,1627.37,1653.19,1615.51,1074259,-0.52,Negative,31.86,66.79,59.55,2.292,-1.021
RELIANCE,Energy,2024-12-24,1652.11,1676.58,1679.06,1638.77,221417,-0.716,Negative,50.12,27.73,67.96,2.439,1.481
RELIANCE,Energy,2024-12-25,1641.99,1620.61,1642.08,1618.51,1692664,-0.104,Neutral,23.75,2.39,26.67,1.435,-1.302
RELIANCE,Energy,2024-12-26,1634.06,1621.55,1640.73,1612.05,1172349,-0.316,Negative,49.31,61.67,52.72,1.755,-0.766
RELIANCE,Energy,2024-12-27,1611.88,1630.39,1641.16,1603.66,477481,0.656,Positive,44.02,44.32,1.05,2.326,1.148
RELIANCE,Energy,2024-12-28,1649.01,1662.05,1674.76,1647.18,711758,0.007,Neutral,44.77,21.55,57.34,1.673,0.791
RELIANCE,Energy,2024-12-29,1636.23,1613.63,1646.14,1602.04,882163,0.298,Positive,15.23,49.12,48.98,2.695,-1.381
RELIANCE,Energy,2024-12-30,1654.56,1646.69,1667.4,1633.53,1158638,0.532,Positive,15.63,37.63,31.0,2.047,-0.476
RELIANCE,Energy,2024-12-31,1641.29,1624.0,1646.24,1612.5,343223,-0.426,Negative,51.59,62.23,60.11,2.056,-1.053
RELIANCE,Energy,2025-01-01,1629.95,1627.49,1630.66,1624.64,1946583,-0.831,Negative,52.06,53.35,50.49,0.369,-0.151
RELIANCE,Energy,2025-01-02,1612.75,1615.36,1617.13,1598.79,1396744,-0.638,Negative,60.42,46.44,33.46,1.137,0.162
RELIANCE,Energy,2025-01-03,1629.91,1653.39,1662.37,1626.86,928121,-0.506,Negative,59.71,37.09,32.85,2.179,1.441
RELIANCE,Energy,2025-01-04,1618.6,1601.94,1624.96,1587.01,1327928,0.35,Positive,18.71,16.57,38.83,2.345,-1.029
RELIANCE,Energy,2025-01-05,1606.52,1614.12,1628.01,1600.66,1903585,0.579,Positive,23.04,63.86,37.79,1.702,0.473
RELIANCE,Energy,2025-01-06,1633.19,1638.91,1640.35,1621.94,1912209,0.322,Positive,7.88,32.19,24.44,1.127,0.35
RELIANCE,Energy,2025-01-07,1629.57,1652.03,1663.76,1619.71,509098,-0.745,Negative,47.18,10.01,61.58,2.703,1.378
RELIANCE,Energy,2025-01-08,1651.38,1642.14,1652.84,1633.6,1903573,-0.85,Negative,65.1,42.05,37.94,1.165,-0.56
RELIANCE,Energy,2025-01-09,1655.69,1651.4,1659.09,1641.96,1764718,-0.259,Negative,22.75,62.71,58.65,1.035,-0.259
RELIANCE,Energy,2025-01-10,1638.16,1619.43,1640.18,1614.2,893634,-0.973,Negative,13.73,35.9,60.05,1.586,-1.143
RELIANCE,Energy,2025-01-11,1602.02,1601.71,1608.9,1599.25,1565071,0.401,Positive,14.78,64.35,6.58,0.602,-0.019
RELIANCE,Energy,2025-01-12,1655.25,1657.62,1658.96,1648.57,609267,0.229,Positive,59.63,36.18,11.93,0.628,0.143
RELIANCE,Energy,2025-01-13,1639.9,1628.6,1653.81,1625.44,420061,0.186,Neutral,0.69,32.31,28.46,1.73,-0.689
RELIANCE,Energy,2025-01-14,1613.41,1631.67,1635.89,1612.2,1147909,0.974,Positive,0.88,59.23,14.79,1.468,1.132
RELIANCE,Energy,2025-01-15,1648.66,1629.07,1662.71,1628.14,1785675,0.931,Positive,65.77,20.05,21.65,2.097,-1.188
RELIANCE,Energy,2025-01-16,1617.11,1614.48,1627.1,1612.25,1837498,0.855,Positive,64.6,52.06,67.55,0.918,-0.163
RELIANCE,Energy,2025-01-17,1606.75,1582.56,1616.05,1576.0,1219845,-0.078,Neutral,56.94,67.03,49.86,2.493,-1.506
RELIANCE,Energy,2025-01-18,1608.16,1604.2,1613.67,1595.1,1649607,-0.629,Negative,44.84,58.69,1.46,1.155,-0.246
RELIANCE,Energy,2025-01-19,1640.23,1648.91,1654.83,1636.55,1885594,-0.353,Negative,58.96,43.76,61.58,1.114,0.529
RELIANCE,Energy,2025-01-20,1643.06,1666.99,1681.9,1636.78,170097,-0.334,Negative,29.82,0.82,61.71,2.746,1.456
RELIANCE,Energy,2025-01-21,1651.7,1648.87,1656.56,1640.12,715598,0.439,Positive,36.18,64.99,31.33,0.995,-0.171
RELIANCE,Energy,2025-01-22,1616.33,1610.89,1621.9,1608.34,1105144,0.095,Neutral,45.55,17.65,27.55,0.839,-0.337
RELIANCE,Energy,2025-01-23,1609.16,1606.51,1612.88,1597.65,385142,-0.264,Negative,15.19,31.61,25.32,0.946,-0.165
RELIANCE,Energy,2025-01-24,1640.51,1652.47,1660.81,1637.41,912940,-0.972,Negative,63.78,12.8,2.97,1.426,0.729
RELIANCE,Energy,2025-01-25,1636.8,1628.97,1650.79,1619.04,1295837,0.073,Neutral,7.0,35.69,36.4,1.94,-0.478
RELIANCE,Energy,2025-01-26,1643.32,1618.77,1656.23,1618.67,1114174,0.513,Positive,23.71,7.88,47.1,2.286,-1.494
RELIANCE,Energy,2025-01-27,1614.33,1617.26,1622.98,1612.31,584464,0.232,Positive,27.98,45.74,36.09,0.661,0.181
RELIANCE,Energy,2025-01-28,1614.33,1621.97,1626.4,1606.86,594900,-0.316,Negative,12.98,50.19,60.15,1.21,0.473
RELIANCE,Energy,2025-01-29,1618.19,1610.93,1621.39,1603.41,1844727,-0.153,Neutral,67.04,33.25,20.73,1.111,-0.449
RELIANCE,Energy,2025-01-30,1602.87,1592.21,1616.96,1586.67,1800357,-0.042,Neutral,67.23,34.49,3.15,1.89,-0.665
RELIANCE,Energy,2025-01-31,1607.0,1592.91,1617.54,1587.72,1254962,-0.881,Negative,14.14,24.97,55.18,1.856,-0.877
RELIANCE,Energy,2025-02-01,1642.66,1657.58,1661.32,1638.74,720937,0.817,Positive,55.23,23.44,57.83,1.375,0.908
RELIANCE,Energy,2025-02-02,1656.07,1638.43,1668.91,1625.58,760365,-0.666,Negative,39.89,8.47,54.69,2.616,-1.065
RELIANCE,Energy,2025-02-03,1658.52,1641.17,1658.88,1634.18,378904,0.139,Neutral,44.74,43.96,38.22,1.489,-1.046
RELIANCE,Energy,2025-02-04,1654.62,1664.54,1677.79,1650.33,1837846,-0.276,Negative,1.25,32.66,44.94,1.66,0.6
RELIANCE,Energy,2025-02-05,1626.06,1610.18,1627.77,1607.07,1436375,-0.33,Negative,30.99,68.59,2.2,1.273,-0.977
RELIANCE,Energy,2025-02-06,1660.15,1673.7,1680.9,1658.36,281141,0.675,Positive,30.49,7.86,14.3,1.358,0.816
RELIANCE,Energy,2025-02-07,1612.41,1588.35,1624.83,1581.07,295678,-0.329,Negative,51.29,48.34,62.18,2.714,-1.492
RELIANCE,Energy,2025-02-08,1643.73,1647.65,1649.42,1640.45,250632,0.276,Positive,58.57,64.89,24.18,0.546,0.238
RELIANCE,Energy,2025-02-09,1602.1,1619.44,1627.99,1592.71,1761557,-0.039,Neutral,66.37,61.49,20.05,2.202,1.082
RELIANCE,Energy,2025-02-10,1618.83,1618.52,1620.66,1610.6,1833642,0.246,Positive,18.64,2.93,45.87,0.621,-0.019
RELIANCE,Energy,2025-02-11,1604.84,1605.71,1620.43,1601.19,1496614,-0.115,Neutral,65.51,47.24,11.96,1.199,0.054
RELIANCE,Energy,2025-02-12,1633.55,1616.61,1647.62,1609.86,1737633,0.128,Neutral,19.13,39.2,24.91,2.312,-1.037
RELIANCE,Energy,2025-02-13,1633.94,1636.28,1644.96,1627.72,1088835,-0.669,Negative,42.0,19.77,7.29,1.055,0.143
RELIANCE,Energy,2025-02-14,1603.12,1617.1,1631.99,1599.15,638463,0.103,Neutral,45.25,9.57,20.79,2.049,0.872
RELIANCE,Energy,2025-02-15,1628.64,1646.62,1648.74,1619.61,1916454,0.018,Neutral,50.25,4.35,47.3,1.789,1.104
RELIANCE,Energy,2025-02-16,1660.2,1666.51,1666.72,1646.22,942715,-0.28,Negative,68.99,2.87,38.45,1.235,0.38
RELIANCE,Energy,2025-02-17,1631.21,1628.52,1643.78,1617.5,400914,-0.727,Negative,61.68,45.22,37.7,1.611,-0.165
RELIANCE,Energy,2025-02-18,1617.61,1601.81,1622.19,1591.79,525572,-0.671,Negative,5.54,47.22,39.98,1.879,-0.977
RELIANCE,Energy,2025-02-19,1638.37,1630.88,1643.1,1620.82,817007,0.99,Positive,30.38,25.59,17.18,1.36,-0.457
RELIANCE,Energy,2025-02-20,1617.41,1636.36,1644.73,1610.08,1803365,-0.157,Neutral,47.82,10.17,42.8,2.142,1.172
RELIANCE,Energy,2025-02-21,1630.02,1617.33,1633.6,1608.08,1517740,0.276,Positive,24.19,42.49,24.91,1.566,-0.779
RELIANCE,Energy,2025-02-22,1604.56,1580.92,1606.97,1566.11,231697,0.527,Positive,6.57,68.5,7.84,2.546,-1.473
RELIANCE,Energy,2025-02-23,1650.71,1628.74,1654.22,1618.13,1556014,-0.29,Negative,4.18,68.79,20.84,2.186,-1.331
RELIANCE,Energy,2025-02-24,1618.06,1638.09,1638.95,1603.31,1830317,0.67,Positive,36.07,62.02,2.18,2.203,1.238
RELIANCE,Energy,2025-02-25,1602.24,1589.18,1611.05,1579.27,117244,-0.079,Neutral,54.79,8.85,1.36,1.983,-0.815
RELIANCE,Energy,2025-02-26,1605.44,1589.84,1610.91,1582.01,1810877,-0.333,Negative,25.53,21.85,20.53,1.8,-0.972
RELIANCE,Energy,2025-02-27,1640.33,1645.34,1653.99,1635.0,1491897,0.377,Positive,15.3,63.85,6.51,1.158,0.305
RELIANCE,Energy,2025-02-28,1636.21,1617.09,1644.27,1615.92,1188189,0.216,Positive,56.48,46.2,29.47,1.733,-1.169
RELIANCE,Energy,2025-03-01,1610.53,1604.31,1611.39,1599.99,581153,-0.028,Neutral,64.43,58.36,10.71,0.708,-0.386
RELIANCE,Energy,2025-03-02,1655.43,1641.62,1660.93,1632.55,113443,0.264,Positive,46.52,1.89,52.99,1.714,-0.834
RELIANCE,Energy,2025-03-03,1638.32,1661.12,1672.34,1625.39,1636958,0.274,Positive,15.31,20.12,35.08,2.866,1.392
RELIANCE,Energy,2025-03-04,1619.89,1623.55,1625.36,1604.9,989482,0.646,Positive,31.39,23.91,45.63,1.263,0.226
RELIANCE,Energy,2025-03-05,1620.41,1613.51,1634.64,1602.86,343547,0.324,Positive,50.99,53.82,33.52,1.961,-0.426
RELIANCE,Energy,2025-03-06,1647.11,1630.81,1658.32,1622.18,600046,0.067,Neutral,6.95,11.64,45.4,2.194,-0.99
RELIANCE,Energy,2025-03-07,1618.72,1621.2,1629.54,1612.62,1061488,-0.849,Negative,45.47,63.4,13.23,1.045,0.153
RELIANCE,Energy,2025-03-08,1658.49,1640.3,1660.2,1633.88,1512176,0.298,Positive,43.85,41.35,12.35,1.587,-1.097
RELIANCE,Energy,2025-03-09,1637.99,1661.03,1668.75,1627.37,1714486,0.019,Neutral,37.0,35.85,33.41,2.526,1.407
RELIANCE,Energy,2025-03-10,1659.93,1651.15,1667.12,1637.05,1901686,-0.526,Negative,27.93,7.25,1.41,1.812,-0.529
RELIANCE,Energy,2025-03-11,1605.8,1612.21,1615.11,1602.04,156512,-0.41,Negative,24.03,1.87,66.45,0.814,0.399
